WALKING 09
Date:,2019/07/18
Time:,15:31:41
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.710000,The instant the heel strikes the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1776,231.927945,359.063741,0.000000,200.000000,300.000000,0.000000,52.012680,148.116821,649.263062,38347.905148,-20729.635637,-3631.041481,439.420084,831.674731,0.000000,462.000000,902.000000,0.000000,-1.880793,-71.727081,402.314911,-28292.904317,9084.236938,-765.585991
1777,232.240528,359.226596,0.000000,200.000000,300.000000,0.000000,51.002571,147.374207,641.703491,38005.913252,-20688.859586,-3533.836072,439.731136,832.101398,0.000000,462.000000,902.000000,0.000000,-1.748831,-72.070076,406.700165,-28427.772827,9056.750590,-873.337122
1778,232.134816,359.311587,0.000000,200.000000,300.000000,0.000000,50.230625,146.456238,635.527710,37694.156792,-20422.565849,-3459.867155,440.358645,833.561426,0.000000,462.000000,902.000000,0.000000,-1.709878,-73.701981,412.514404,-28231.897614,8927.370593,-940.060754
1779,232.255484,359.586235,0.000000,200.000000,300.000000,0.000000,48.748436,145.980820,628.092529,37425.669233,-20259.428534,-3451.143195,441.060419,834.066603,0.000000,462.000000,902.000000,0.000000,-1.743405,-74.738953,418.116791,-28404.094061,8755.190313,-1037.526151
1780,232.437601,359.447488,0.000000,200.000000,300.000000,0.000000,47.932507,144.995743,621.914551,36971.257769,-20173.416217,-3351.041554,441.615823,835.396512,0.000000,462.000000,902.000000,0.000000,-1.857422,-76.570465,424.409851,-28267.176493,8651.245606,-1071.353686
1781,232.517226,359.708787,0.000000,200.000000,300.000000,0.000000,46.683819,143.461304,613.788513,36648.567377,-19958.699895,-3310.378088,442.540059,836.839971,0.000000,462.000000,902.000000,0.000000,-1.840285,-78.729927,433.136078,-28223.159216,8428.802561,-1084.923109
1782,232.590637,360.058012,0.000000,200.000000,300.000000,0.000000,45.487896,143.171005,606.057678,36398.619288,-19751.805571,-3229.224527,443.195944,837.709435,0.000000,462.000000,902.000000,0.000000,-1.588383,-80.246254,441.604340,-28390.992349,8303.952869,-1189.723375
1783,232.669107,360.019153,0.000000,200.000000,300.000000,0.000000,44.628010,141.843521,601.085632,36076.650586,-19636.930542,-3113.410315,443.890436,838.826544,0.000000,462.000000,902.000000,0.000000,-2.114779,-82.682648,450.374634,-28451.721920,8156.088055,-1233.581230
1784,232.807921,360.263664,0.000000,200.000000,300.000000,0.000000,43.366837,140.498276,592.700378,35718.296655,-19445.266919,-3122.935026,444.805858,840.247066,0.000000,462.000000,902.000000,0.000000,-1.734552,-85.274269,461.142944,-28476.929616,7928.957128,-1359.928868
1785,232.983093,360.376420,0.000000,200.000000,300.000000,0.000000,42.223316,140.099228,585.226868,35333.903055,-19302.592464,-3081.629260,445.345597,841.287787,0.000000,462.000000,902.000000,0.000000,-1.990930,-87.924271,470.695465,-28576.963228,7839.152124,-1518.658931
1786,233.127500,360.703436,0.000000,200.000000,300.000000,0.000000,41.294781,138.163742,577.665527,35066.282545,-19136.614961,-2914.206918,445.955697,842.700071,0.000000,462.000000,902.000000,0.000000,-1.977075,-91.147240,482.159058,-28591.997756,7735.905851,-1566.312105
1787,233.237352,360.772629,0.000000,200.000000,300.000000,0.000000,39.910069,137.390228,570.963440,34698.949085,-18977.312999,-2890.508556,446.268231,843.520628,0.000000,462.000000,902.000000,0.000000,-1.909574,-94.893738,492.194458,-28783.222832,7743.089600,-1781.040265
1788,233.504342,360.698924,0.000000,200.000000,300.000000,0.000000,39.028893,136.363251,563.662170,34213.687044,-18885.129856,-2851.634588,447.294689,844.494433,0.000000,462.000000,902.000000,0.000000,-2.009930,-97.591370,500.705261,-28793.339799,7363.026666,-1868.399428
1789,233.683055,361.114046,0.000000,200.000000,300.000000,0.000000,37.619473,134.837860,554.629639,33895.661011,-18681.620559,-2759.291412,447.776742,845.609197,0.000000,462.000000,902.000000,0.000000,-2.032912,-101.236038,509.348022,-28722.543797,7244.588580,-1917.610982
1790,233.634231,360.933722,0.000000,200.000000,300.000000,0.000000,36.267834,134.424973,548.492676,33421.700387,-18448.129150,-2647.982538,448.352001,846.561706,0.000000,462.000000,902.000000,0.000000,-2.125928,-104.185326,517.250549,-28675.487776,7059.434974,-2052.926174
1791,233.759857,361.295335,0.000000,200.000000,300.000000,0.000000,35.324837,133.045197,540.241577,33114.288392,-18238.478276,-2607.612183,448.756768,847.671118,0.000000,462.000000,902.000000,0.000000,-1.995395,-107.360909,522.982178,-28413.036961,6925.974405,-2047.032487
1792,234.010890,361.431907,0.000000,200.000000,300.000000,0.000000,34.120129,131.574387,532.634338,32720.742926,-18115.367975,-2496.507619,449.056417,848.704013,0.000000,462.000000,902.000000,0.000000,-1.903148,-110.667587,530.191589,-28257.084199,6862.578877,-2025.540036
1793,234.144911,361.713721,0.000000,200.000000,300.000000,0.000000,32.838524,131.084702,524.298401,32356.405371,-17902.122231,-2389.193814,449.349197,849.561524,0.000000,462.000000,902.000000,0.000000,-1.884839,-113.444839,535.662476,-28089.323711,6776.560618,-2095.990425
1794,234.342091,361.704286,0.000000,200.000000,300.000000,0.000000,31.805981,129.430573,516.431885,31866.060675,-17735.350994,-2386.023528,449.696866,850.365888,0.000000,462.000000,902.000000,0.000000,-1.909140,-116.524559,541.744141,-27972.477699,6665.150814,-2011.223752
1795,234.483500,361.888430,0.000000,200.000000,300.000000,0.000000,30.339062,128.201492,508.995941,31500.959464,-17551.961698,-2261.924898,449.966100,851.660082,0.000000,462.000000,902.000000,0.000000,-1.954862,-119.072266,546.861755,-27528.975978,6580.879792,-2055.545276
1796,234.741122,361.797625,0.000000,200.000000,300.000000,0.000000,29.492493,127.414223,501.611877,30998.422721,-17426.559425,-2144.015617,450.167141,852.172981,0.000000,462.000000,902.000000,0.000000,-1.858185,-121.147797,550.771118,-27443.283008,6517.197070,-2077.833283
1797,234.825655,362.061374,0.000000,200.000000,300.000000,0.000000,28.243797,125.715561,493.053650,30599.586944,-17170.916529,-2133.720166,450.393250,852.992884,0.000000,462.000000,902.000000,0.000000,-2.211814,-123.291679,555.544312,-27225.624692,6448.064168,-2079.207639
1798,234.892750,362.189662,0.000000,200.000000,300.000000,0.000000,26.831108,124.300858,485.229034,30176.229714,-16930.975361,-2056.334502,450.679054,853.593211,0.000000,462.000000,902.000000,0.000000,-2.055300,-124.751236,559.494568,-27083.335374,6334.007563,-2077.244169
1799,235.243394,362.238220,0.000000,200.000000,300.000000,0.000000,26.008699,123.161064,476.937988,29683.771328,-16808.913493,-1941.800811,450.929275,854.197722,0.000000,462.000000,902.000000,0.000000,-2.255743,-125.945061,564.397400,-26979.481379,6248.288164,-2140.255127
1800,235.356637,362.482638,0.000000,200.000000,300.000000,0.000000,24.782541,120.941994,469.672058,29346.349227,-16606.024575,-1868.029096,451.045742,854.777487,0.000000,462.000000,902.000000,0.000000,-2.424001,-126.956650,567.303101,-26789.478102,6214.384804,-2117.732862
1801,235.213523,362.515679,0.000000,200.000000,300.000000,0.000000,23.425264,120.396835,460.862427,28811.127494,-16228.589522,-1752.162002,451.373596,855.279254,0.000000,462.000000,902.000000,0.000000,-2.132900,-127.696999,571.121460,-26683.220605,6068.967418,-2199.886688
1802,235.595929,362.468956,0.000000,200.000000,300.000000,0.000000,22.797771,118.532837,452.870361,28290.338739,-16120.341234,-1724.355831,451.562601,855.935184,0.000000,462.000000,902.000000,0.000000,-2.102520,-128.187012,574.632690,-26470.349136,5997.670584,-2244.776373
1803,235.892351,362.837071,0.000000,200.000000,300.000000,0.000000,21.640657,116.532845,443.882141,27892.253829,-15931.973576,-1606.792682,451.613945,856.235372,0.000000,462.000000,902.000000,0.000000,-2.455487,-128.479446,580.317688,-26558.023227,6027.211416,-2257.308427
1804,235.994220,362.808618,0.000000,200.000000,300.000000,0.000000,20.532110,116.077362,435.591400,27358.894016,-15678.772534,-1526.040613,451.942276,856.617900,0.000000,462.000000,902.000000,0.000000,-2.159039,-128.546768,583.874268,-26497.440575,5872.445985,-2385.887207
1805,236.111217,362.931446,0.000000,200.000000,300.000000,0.000000,19.679127,113.538811,427.466614,26901.092076,-15436.339570,-1444.302859,451.895109,856.786620,0.000000,462.000000,902.000000,0.000000,-2.180807,-128.640610,588.562622,-26610.905314,5947.361160,-2386.489826
1806,236.485904,363.112085,0.000000,200.000000,300.000000,0.000000,18.399025,112.289879,418.177490,26392.053200,-15257.583882,-1372.273292,452.008066,857.128849,0.000000,462.000000,902.000000,0.000000,-2.211601,-128.821075,592.727295,-26596.356000,5922.492123,-2451.968180
1807,236.439218,362.812997,0.000000,200.000000,300.000000,0.000000,17.313892,111.281784,410.101563,25759.708215,-14943.780136,-1249.961684,452.159560,857.423069,0.000000,462.000000,902.000000,0.000000,-2.075837,-128.890366,598.326233,-26671.547489,5887.793586,-2478.909757
1808,236.632772,363.063026,0.000000,200.000000,300.000000,0.000000,16.417585,108.293510,401.369232,25311.558148,-14703.267462,-1230.139979,452.224391,857.697433,0.000000,462.000000,902.000000,0.000000,-2.223502,-128.673904,603.358521,-26730.331413,5898.196985,-2548.610889
1809,236.877669,362.976239,0.000000,200.000000,300.000000,0.000000,15.365776,107.154449,392.601563,24724.569844,-14478.230368,-1142.254479,452.296469,857.963403,0.000000,462.000000,902.000000,0.000000,-2.403305,-128.217651,607.956299,-26772.326575,5899.322867,-2569.381346
1810,237.309328,363.041482,0.000000,200.000000,300.000000,0.000000,14.261783,105.363190,384.132385,24216.274833,-14331.721130,-1004.470826,452.356809,858.209502,0.000000,462.000000,902.000000,0.000000,-2.261325,-128.760529,613.253052,-26854.656353,5913.716593,-2597.162763
1811,237.324290,363.666460,0.000000,200.000000,300.000000,0.000000,13.467304,102.858337,373.939667,23807.414675,-13957.032428,-934.813427,452.275605,857.988319,0.000000,462.000000,902.000000,0.000000,-2.319608,-128.851593,618.336060,-27214.009481,6012.943884,-2666.773553
1812,237.624882,363.273299,0.000000,200.000000,300.000000,0.000000,12.238387,102.480202,365.043671,23097.517501,-13734.725115,-861.989233,452.438167,858.538716,0.000000,462.000000,902.000000,0.000000,-2.492959,-129.352356,623.323608,-27090.444060,5960.116474,-2703.497291
1813,237.844677,363.573582,0.000000,200.000000,300.000000,0.000000,11.401663,99.795349,355.411285,22594.768503,-13450.425443,-692.892688,452.477386,858.524547,0.000000,462.000000,902.000000,0.000000,-2.355602,-129.300262,628.317566,-27316.390521,5983.225769,-2751.903997
1814,238.003954,363.343848,0.000000,200.000000,300.000000,0.000000,10.064824,97.942192,346.894592,21973.638404,-13183.366041,-680.498965,452.364888,858.987825,0.000000,462.000000,902.000000,0.000000,-2.419771,-129.448196,633.088440,-27230.510891,6099.878258,-2780.034412
1815,238.096472,363.345735,0.000000,200.000000,300.000000,0.000000,9.015351,97.155083,336.836670,21337.166555,-12832.288613,-568.525249,452.551714,859.074469,0.000000,462.000000,902.000000,0.000000,-2.191235,-129.651001,637.691772,-27373.258003,6025.094091,-2787.366703
1816,238.488037,363.749397,0.000000,200.000000,300.000000,0.000000,8.300111,94.337494,326.817078,20834.391742,-12578.547718,-382.306689,452.508500,859.383148,0.000000,462.000000,902.000000,0.000000,-2.504175,-130.043701,642.290833,-27372.413360,6096.303391,-2791.616252
1817,238.665818,363.604339,0.000000,200.000000,300.000000,0.000000,6.625102,93.068329,317.393768,20187.620897,-12272.289624,-372.473945,452.442090,859.244239,0.000000,462.000000,902.000000,0.000000,-2.359834,-130.190704,646.331604,-27634.399817,6177.578994,-2838.938609
1818,239.123136,363.675530,0.000000,200.000000,300.000000,0.000000,5.751871,91.179817,307.374603,19572.240673,-12025.458286,-279.549383,452.472368,859.560649,0.000000,462.000000,902.000000,0.000000,-2.419807,-130.572708,650.497437,-27606.689069,6197.699920,-2812.261032
1819,239.445391,363.620828,0.000000,200.000000,300.000000,0.000000,5.012388,88.517982,297.527466,18928.943688,-11736.087170,-134.487592,452.189089,859.718505,0.000000,462.000000,902.000000,0.000000,-2.604230,-130.689102,655.445557,-27713.218283,6430.518075,-2803.549001
1820,239.354697,363.699708,0.000000,200.000000,300.000000,0.000000,4.212714,86.896385,288.114319,18352.797848,-11338.651577,-106.317397,452.381437,859.808048,0.000000,462.000000,902.000000,0.000000,-2.430389,-130.649048,659.526306,-27826.702450,6343.695389,-2853.432615
1821,239.897409,363.421326,0.000000,200.000000,300.000000,0.000000,3.292539,84.921600,278.955139,17691.704792,-11129.587417,-69.639757,452.271483,859.981343,0.000000,462.000000,902.000000,0.000000,-2.531720,-131.141769,663.607361,-27883.889892,6455.915726,-2812.513102
1822,239.925873,363.611266,0.000000,200.000000,300.000000,0.000000,2.803356,82.141396,268.894470,17104.717649,-10735.846415,2.948231,452.383071,860.174642,0.000000,462.000000,902.000000,0.000000,-2.543701,-131.345306,668.468750,-27958.944823,6428.616395,-2824.606062
1823,240.178258,363.520216,0.000000,200.000000,300.000000,0.000000,1.840194,80.244278,259.261597,16468.352569,-10416.679396,24.964265,452.279599,860.247282,0.000000,462.000000,902.000000,0.000000,-2.533472,-131.143066,672.940247,-28097.084464,6541.248709,-2790.709580
1824,240.241002,364.088930,0.000000,200.000000,300.000000,0.000000,1.166159,77.584206,249.285904,15976.466771,-10031.514521,123.218441,452.246070,860.358944,0.000000,462.000000,902.000000,0.000000,-2.574670,-131.600174,677.760010,-28222.642550,6610.824006,-2792.784631
1825,240.342370,363.970848,0.000000,200.000000,300.000000,0.000000,0.663074,75.003639,239.914795,15347.552808,-9678.731488,159.743595,452.255185,860.541996,0.000000,462.000000,902.000000,0.000000,-2.754450,-131.263840,682.575500,-28298.218166,6651.571836,-2836.904620
1826,240.945193,364.342782,0.000000,200.000000,300.000000,0.000000,-0.397599,73.117447,230.021484,14800.222307,-9418.274118,182.102522,452.121315,860.565388,0.000000,462.000000,902.000000,0.000000,-2.537597,-131.169785,687.395996,-28481.986538,6790.568362,-2812.328148
1827,241.310819,364.709701,0.000000,200.000000,300.000000,0.000000,-0.691170,69.886406,220.649612,14278.170514,-9115.216190,228.689203,452.136494,860.735659,0.000000,462.000000,902.000000,0.000000,-2.610445,-131.244202,691.388977,-28529.710609,6819.519258,-2772.513946
1828,241.783656,364.483565,0.000000,200.000000,300.000000,0.000000,-1.096004,67.735596,210.677689,13585.248388,-8802.884113,273.022330,451.928896,860.545288,0.000000,462.000000,902.000000,0.000000,-2.811612,-130.863678,696.166016,-28859.361770,7011.160380,-2815.003768
1829,242.116411,364.952523,0.000000,200.000000,300.000000,0.000000,-1.751809,65.067337,201.346786,13077.981722,-8480.003933,291.413356,452.047671,860.721258,0.000000,462.000000,902.000000,0.000000,-3.025582,-130.870438,701.851501,-28971.546985,6985.056869,-2793.140104
1830,242.388254,365.700524,0.000000,200.000000,300.000000,0.000000,-2.439754,62.102592,191.625763,12589.912970,-8122.681575,277.872748,451.831944,860.807293,0.000000,462.000000,902.000000,0.000000,-2.872761,-130.469284,706.062134,-29084.610577,7179.279309,-2759.448996
1831,242.213696,365.341030,0.000000,200.000000,300.000000,0.000000,-2.888975,59.995544,182.301620,11911.775589,-7695.625173,328.821577,452.020053,861.016669,0.000000,462.000000,902.000000,0.000000,-2.804598,-129.814697,710.790771,-29130.573647,7093.654207,-2747.920075
1832,242.646467,365.313235,0.000000,200.000000,300.000000,0.000000,-2.936473,56.900272,174.052353,11367.922266,-7422.717895,283.302139,451.747272,860.709379,0.000000,462.000000,902.000000,0.000000,-2.873147,-129.765076,716.005798,-29564.324299,7341.012947,-2735.966837
1833,244.064221,366.291037,0.000000,200.000000,300.000000,0.000000,-3.229582,54.187778,163.517487,10839.743740,-7205.270668,318.781083,451.785217,860.766549,0.000000,462.000000,902.000000,0.000000,-2.771580,-128.934479,720.475769,-29707.702230,7359.503666,-2715.563824
1834,243.405010,366.607090,0.000000,200.000000,300.000000,0.000000,-3.723231,52.145618,155.617004,10365.195756,-6754.557596,400.685208,451.710502,860.565557,0.000000,462.000000,902.000000,0.000000,-2.853379,-128.378036,724.862244,-30034.263487,7458.468625,-2751.236635
1835,243.651866,367.829192,0.000000,200.000000,300.000000,0.000000,-3.836500,48.953857,146.934418,9966.442894,-6413.961540,278.078739,451.735608,860.522363,0.000000,462.000000,902.000000,0.000000,-2.891005,-127.791077,729.203735,-30245.647657,7484.832993,-2716.244972
1836,243.954706,368.071876,0.000000,200.000000,300.000000,0.000000,-4.199400,46.483074,138.902130,9455.328614,-6105.402357,328.946093,451.658261,860.553912,0.000000,462.000000,902.000000,0.000000,-2.689342,-126.837952,733.196106,-30388.110313,7582.522474,-2728.653493
1837,244.592507,368.249496,0.000000,200.000000,300.000000,0.000000,-4.148224,43.982243,130.097015,8879.055722,-5801.352068,309.374286,451.636354,860.497599,0.000000,462.000000,902.000000,0.000000,-3.054268,-126.262794,737.536499,-30609.535595,7643.567045,-2719.619545
1838,244.847813,368.013718,0.000000,200.000000,300.000000,0.000000,-4.263004,41.613800,122.239159,8313.939666,-5482.158955,279.799388,451.479357,860.524120,0.000000,462.000000,902.000000,0.000000,-2.950763,-125.365234,741.789368,-30766.367053,7804.101235,-2720.351960
1839,245.326321,369.703542,0.000000,200.000000,300.000000,0.000000,-4.124267,39.421280,113.695724,7924.994710,-5153.408880,271.481851,451.417109,860.553519,0.000000,462.000000,902.000000,0.000000,-3.130184,-124.394043,745.650574,-30904.592252,7891.138785,-2685.958695
1840,245.655297,369.945194,0.000000,200.000000,300.000000,0.000000,-4.250095,37.206020,106.399399,7442.126543,-4857.696136,272.282585,451.339301,860.528448,0.000000,462.000000,902.000000,0.000000,-3.165491,-123.849510,749.687500,-31090.704159,7992.192668,-2699.845214
1841,246.580616,370.109181,0.000000,200.000000,300.000000,0.000000,-4.292365,34.950245,99.704811,6990.222628,-4644.311568,174.757120,451.372794,860.342181,0.000000,462.000000,902.000000,0.000000,-2.939263,-123.029297,752.988831,-31367.872509,8002.167294,-2714.206050
1842,245.244815,371.054215,0.000000,200.000000,300.000000,0.000000,-3.785580,32.735943,93.150330,6618.723551,-4214.569408,166.575290,451.212382,860.374844,0.000000,462.000000,902.000000,0.000000,-2.929593,-122.309990,756.764465,-31500.438595,8163.685876,-2685.957204
1843,246.851035,372.691407,0.000000,200.000000,300.000000,0.000000,-3.976656,30.652983,85.637238,6225.091302,-4012.193252,165.040014,451.087683,860.229525,0.000000,462.000000,902.000000,0.000000,-2.971427,-121.459709,759.456543,-31722.860779,8287.430280,-2669.419369
1844,247.475926,372.658258,0.000000,200.000000,300.000000,0.000000,-4.031048,28.639439,79.461464,5773.531511,-3772.506555,73.620712,451.089071,860.308408,0.000000,462.000000,902.000000,0.000000,-3.086406,-120.420341,763.186157,-31818.446066,8327.070108,-2691.350441
1845,246.645886,374.818734,0.000000,200.000000,300.000000,0.000000,-3.536917,26.699688,74.201080,5551.630861,-3461.175108,91.152631,450.976471,860.221291,0.000000,462.000000,902.000000,0.000000,-3.034694,-119.976288,765.270508,-31972.014150,8435.982014,-2712.995152
1846,247.351805,377.488742,0.000000,200.000000,300.000000,0.000000,-3.402773,24.507740,68.071114,5274.744927,-3223.290097,62.291305,450.957131,860.202239,0.000000,462.000000,902.000000,0.000000,-3.211719,-119.259354,769.046631,-32144.427090,8492.481199,-2654.477794
1847,246.457743,377.171952,0.000000,200.000000,300.000000,0.000000,-3.262804,22.572184,62.890083,4853.350482,-2921.731335,-48.169493,450.979706,860.252792,0.000000,462.000000,902.000000,0.000000,-3.113331,-118.364403,771.866333,-32223.264669,8506.193770,-2637.745148
1848,247.099430,378.316865,0.000000,200.000000,300.000000,0.000000,-2.945815,20.843054,57.669830,4516.520321,-2716.216118,-69.275368,450.901652,860.303060,0.000000,462.000000,902.000000,0.000000,-3.180698,-117.900047,773.818054,-32265.845055,8588.102318,-2635.657219
1849,245.738214,380.256173,0.000000,200.000000,300.000000,0.000000,-2.683357,18.958357,53.484409,4292.454020,-2446.281352,-59.042850,450.895866,860.169992,0.000000,462.000000,902.000000,0.000000,-3.222830,-116.939827,776.118713,-32465.051925,8618.126442,-2633.253549
1850,246.307700,380.446370,0.000000,200.000000,300.000000,0.000000,-2.369815,17.650667,48.393963,3893.118620,-2241.013110,-152.508030,450.699885,860.232215,0.000000,462.000000,902.000000,0.000000,-3.076427,-116.330017,778.982544,-32536.375569,8802.591980,-2627.361520
1851,247.599089,385.764237,0.000000,200.000000,300.000000,0.000000,-2.218757,15.812515,44.463249,3813.356658,-2116.410148,-214.619054,450.725060,860.223613,0.000000,462.000000,902.000000,0.000000,-3.321187,-115.735374,781.064697,-32630.060816,8806.457819,-2602.506976
1852,247.164410,387.997539,0.000000,200.000000,300.000000,0.000000,-1.871406,14.677877,40.410816,3556.052368,-1905.952285,-216.424722,450.707711,860.224817,0.000000,462.000000,902.000000,0.000000,-3.188683,-114.806763,783.537598,-32732.426698,8847.933070,-2606.810552
1853,243.967818,387.544954,0.000000,200.000000,300.000000,0.000000,-1.309874,13.051616,37.434891,3277.235776,-1645.930460,-336.534606,450.740283,860.261250,0.000000,462.000000,902.000000,0.000000,-3.051225,-114.230118,785.489563,-32785.352217,8844.390197,-2640.223023
1854,242.489170,391.887689,0.000000,200.000000,300.000000,0.000000,-0.852349,11.982404,33.255413,3055.763061,-1412.994906,-314.910729,450.662715,860.253836,0.000000,462.000000,902.000000,0.000000,-3.532717,-113.573181,787.137024,-32859.950986,8923.997004,-2554.255182
1855,242.410178,394.540868,0.000000,200.000000,300.000000,0.000000,-0.301419,11.003633,30.713621,2903.692391,-1302.570145,-356.526120,450.634240,860.357837,0.000000,462.000000,902.000000,0.000000,-3.443738,-112.491089,789.434082,-32873.742434,8972.518613,-2551.606094
1856,236.890009,398.289927,0.000000,200.000000,300.000000,0.000000,0.500902,10.126033,27.270700,2680.435158,-1006.016384,-443.818083,450.633228,860.271102,0.000000,462.000000,902.000000,0.000000,-3.532998,-111.961571,791.040344,-33009.241632,8991.575080,-2542.737936
1857,238.183182,398.132530,0.000000,200.000000,300.000000,0.000000,0.908230,9.257137,25.373871,2490.002133,-968.855121,-481.140788,450.555246,860.242825,0.000000,462.000000,902.000000,0.000000,-3.405022,-111.035461,792.428528,-33089.576752,9069.149601,-2508.717186
1858,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.542110,860.372490,0.000000,462.000000,902.000000,0.000000,-3.412838,-110.273422,795.029785,-33095.110353,9109.364065,-2491.318422
1859,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.586133,860.522824,0.000000,462.000000,902.000000,0.000000,-3.274035,-109.797318,797.067566,-33060.111713,9097.622958,-2482.014036
1860,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.514555,860.288849,0.000000,462.000000,902.000000,0.000000,-3.343323,-108.708168,798.197449,-33293.734069,9167.652669,-2427.673391
1861,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.569432,860.559274,0.000000,462.000000,902.000000,0.000000,-3.486547,-108.013794,799.536682,-33133.380390,9139.158579,-2430.078281
1862,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.551528,860.520042,0.000000,462.000000,902.000000,0.000000,-3.403638,-107.305199,801.272095,-33236.733176,9173.341102,-2470.902651
1863,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.388091,860.587429,0.000000,462.000000,902.000000,0.000000,-3.314218,-106.338531,802.007813,-33213.205195,9312.841682,-2361.170238
1864,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.450854,860.597990,0.000000,462.000000,902.000000,0.000000,-3.174014,-105.555023,803.048096,-33247.805335,9274.520010,-2359.336795
1865,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.493807,860.601236,0.000000,462.000000,902.000000,0.000000,-3.424167,-105.004257,803.957214,-33282.835291,9250.486533,-2378.088440
1866,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.546113,860.863402,0.000000,462.000000,902.000000,0.000000,-3.438041,-104.058113,805.340332,-33128.961446,9224.277146,-2317.786021
1867,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.490087,860.755716,0.000000,462.000000,902.000000,0.000000,-3.356875,-103.495560,805.601257,-33226.447285,9272.400619,-2322.050894
1868,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.627213,860.811074,0.000000,462.000000,902.000000,0.000000,-3.483813,-102.436722,806.986023,-33238.887698,9177.680156,-2356.506462
1869,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.746459,860.861068,0.000000,462.000000,902.000000,0.000000,-3.536727,-101.943604,807.983154,-33239.563718,9092.671612,-2274.055595
1870,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.475744,860.962332,0.000000,462.000000,902.000000,0.000000,-3.313132,-101.138115,808.370972,-33173.659249,9315.873925,-2259.680891
1871,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.533955,860.951970,0.000000,462.000000,902.000000,0.000000,-3.346730,-100.388031,809.237061,-33217.586972,9278.748720,-2278.884631
1872,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.600188,861.186369,0.000000,462.000000,902.000000,0.000000,-3.538335,-99.926453,809.708923,-33047.160828,9230.529130,-2273.066277
